paper_id,preceding,target,trailing,url,Label,location,split
1005.4552,,"A Wiki for Mizar: Motivation, Considerations, and Initial Prototype (The ﬁnal publication of this paper is available at www.springerlink.com)",,www.springerlink.com,0.0,footnote,test
1005.4552,,"The development of the Mizar Mathematical Library (mml), the principal, authoritative collection of Mizar contributions (called “articles”), has been the main activity of the Mizar project (http://mizar.org) since the late 1980s, as it has been believed within the project team that only substantial experience may help in improving (actually building) the system.","An article is presented as a text-file and contains theorems and definitions. (At the time of writing, there are 1073 articles in mml, containing 49548 facts/theorems and 9487 definitions.)",http://mizar.org,0.0,footnote,test
1005.4552,,"According to a recent listing (http://git.wiki.kernel.org/index.php/InterfacesFrontendsAndTools), there are today more than a dozen wikis based on the Git DVCS or using Git as a back-end.","Our design decision about wiki for Mizar is: the data (articles) in the Git repository should always be self-sufficient (independent of the wiki functionalities), and easily exchangable between various installations (that can be used just for local development, as a back-end for another wiki-like system, etc.).",http://git.wiki.kernel.org/index.php/InterfacesFrontendsAndTools,0.0,footnote,test
1005.4552,,"As we discussed earlier, our prototype (see Figure 1) is initially focused on the Mizar developers who edit their work mainly offline and submit their changes to be viewed online (http://mws.cs.ru.nl/mwiki) by other developers.",The repository structure (and suggested future features) of our prototype is as follows.,http://mws.cs.ru.nl/mwiki,0.0,footnote,test
1005.4592,,Automated Reasoning and Presentation Support for Formalizing Mathematics in Mizar [⋆ The ﬁnal publication of this paper is available at www.springerlink.com],,www.springerlink.com,0.0,footnote,test
1005.4592,,"The web interfaces SystemB4TPTP, SystemOnTPTP, and SystemOnTSTP provide interactive online access to the SystemOnTPTP utility ( Available starting at http://www.tptp.org/cgi-bin/SystemOnTPTP).",The online service can also be accessed directly with http POST requests.,http://www.tptp.org/cgi-bin/SystemOnTPTP,3.0,footnote,test
1005.4592,,"MizAR is running experimentally on our server (http://mws.cs.ru.nl/~mptp/MizAR.html), where it can be best learned by exploration.","A good way to explore is to start with an existing simple Mizar article, e.g., the card article about cardinal numbers [1] , from the MML.",http://mws.cs.ru.nl/~mptp/MizAR.html,4.0,footnote,test
1005.4592,"MizAR is running experimentally on our server, where it can be best learned by exploration.","A good way to explore is to start with an existing simple Mizar article, e.g., the card_1 article (http://mws.cs.ru.nl/~mptp/mml/mml/card_1.miz) about cardinal numbers [1] , from the MML.","Within MizAR, select the “URL to fetch article from” field, insert the article’s URL into the text box, and press the “Send” button.",http://mws.cs.ru.nl/~mptp/mml/mml/card_1.miz,3.0,footnote,test
1005.4592,"MizAR is running experimentally on our server, where it can be best learned by exploration.","A good way to explore is to start with an existing simple Mizar article, e.g., the card_1 article about cardinal numbers [1] (Available at http://mizar.uwb.edu.pl/JFM/Vol1/ordinal1.html), from the MML.","Within MizAR, select the “URL to fetch article from” field, insert the article’s URL into the text box, and press the “Send” button.",http://mizar.uwb.edu.pl/JFM/Vol1/ordinal1.html,0.0,footnote,test
1005.4592,"MizAR is running experimentally on our server, where it can be best learned by exploration.","A good way to explore is to start with an existing simple Mizar article, e.g., the card_1 article about cardinal numbers [1], from the MML (All articles are available from http://mws.cs.ru.nl/~mptp/mml/mml).","Within MizAR, select the “URL to fetch article from” field, insert the article’s URL into the text box, and press the “Send” button.",http://mws.cs.ru.nl/~mptp/mml/mml,0.0,footnote,test
